userId,movieId,rating,timestamp
1,11,2.5,1149491726
1,14,5.0,1382012839
1,26,1.0,1486995289
1,52,3.0,987369819
1,53,4.0,1281307530
1,68,3.5,1106352454
1,69,4.0,1440192409
1,74,3.5,1475230606
1,79,3.5,1173201169
1,80,4.5,1578415681
1,83,2.5,1404722259
1,96,5.0,1200789451
1,100,4.0,1475781805
1,107,3.5,1591864632
1,108,3.5,1555158278
1,111,3.0,1131208131
1,112,5.0,1072999998
1,113,2.0,1433094055
1,115,5.0,972984717
1,118,3.5,1479555030
1,119,3.5,1379334366
1,130,4.0,906791333
1,131,4.5,1288300871
1,167,4.0,1181335530
1,174,4.5,985270144
1,176,4.0,1538639690
1,177,4.0,1023092274
1,180,5.0,1468239091
1,182,4.0,1082471199
1,183,2.5,956176242
1,186,4.5,1388369798
1,192,4.0,1346663902
1,207,4.5,1534097633
1,215,3.5,1074749791
1,230,3.5,962556627
1,236,4.0,1223974757
1,258,2.5,1435606220
1,260,4.0,1370459041
1,265,3.0,925993339
1,271,5.0,1084677200
1,277,4.5,917571540
1,294,4.5,1045742615
1,298,4.5,1104495994
1,306,5.0,1526835869
1,309,5.0,941070218
1,325,2.0,963027800
1,327,2.5,1353206702
1,328,3.0,1387128484
1,336,3.0,1185176767
1,368,3.5,903083954
1,376,3.5,1501187062
1,380,4.5,1076133740
1,387,4.0,1358202321
1,392,2.5,1415208897
1,393,3.5,1441499106
1,407,5.0,1282798663
1,410,5.0,1568011244
1,419,3.0,1097950969
1,420,3.5,1095572189
1,427,5.0,1338948539
1,431,4.0,1079908135
1,436,3.5,1466306421
1,437,2.5,1094434578
1,442,3.0,1276012965
1,443,4.5,1385418687
1,445,2.0,1587137409
1,458,4.0,1070660287
1,464,3.5,1581197644
1,479,4.0,1069441414
1,485,3.0,1066858002
1,493,3.5,1432708316
1,509,5.0,1300645441
1,512,2.5,1273414183
1,519,3.5,1586061208
1,521,4.5,907586745
1,528,3.5,1338426722
1,549,4.0,1227425284
1,554,2.5,1002746252
1,556,5.0,1323162570
1,570,5.0,1535421873
1,578,5.0,1147023401
1,580,5.0,1562984419
1,589,4.0,1408767314
1,594,3.0,1464060191
1,614,4.0,1012556180
1,615,4.5,959859332
1,618,2.0,1348276014
1,619,5.0,928935492
1,624,2.5,1288848041
1,627,2.5,1581961375
1,628,3.0,1417105474
1,631,4.0,1022069563
1,635,4.5,1458188107
1,639,3.0,1554466182
1,654,4.5,1160634877
1,655,2.0,1047030112
1,656,3.0,984027482
1,662,3.5,926951513
1,679,3.5,1262007959
1,685,4.0,1465187824
1,686,3.0,1042125483
1,687,4.0,1333470059
1,688,4.5,1376290596
1,697,3.5,1441563155
1,707,4.5,1542597921
1,709,3.0,1292597671
1,712,3.0,951202736
1,720,5.0,979474275
1,724,4.5,1398082355
1,732,4.0,1500631766
1,733,2.5,1529885695
1,748,5.0,1334948361
1,751,4.5,1452957961
1,753,4.0,1242456631
1,769,3.5,1506993699
1,789,4.0,1469341066
1,792,4.5,1528022733
1,796,3.0,1106005430
1,797,4.0,1176772986
1,798,4.5,1120720860
1,803,4.0,1149405488
1,805,4.0,942699268
1,807,5.0,1592770071
1,816,4.5,1265002499
1,820,4.5,1244443351
1,847,2.5,1346104202
1,863,4.0,1064545704
1,876,3.0,1079732151
1,882,4.0,1121597192
1,885,3.5,1482299362
1,886,4.5,933260291
1,887,3.0,1325013388
1,892,2.0,1234034230
1,894,3.5,1419060387
1,903,3.5,1329424554
1,912,3.0,984311067
1,916,3.5,1251635407
1,919,2.5,1395239822
1,920,4.5,1112160777
1,926,3.0,996485148
1,944,5.0,1174996293
1,946,5.0,1180102446
1,959,4.5,944164937
1,967,4.0,1003813346
1,983,4.0,1087600603
1,997,5.0,934779280
2,2,4.0,1510724451
2,4,5.0,977898837
2,14,4.0,1431695610
2,22,3.0,941160141
2,23,3.0,1294047788
2,34,5.0,948866390
2,35,3.5,1531648400
2,36,3.5,1218755729
2,43,5.0,1136158544
2,47,3.0,996582663
2,50,3.0,1113533027
2,57,5.0,939075229
2,63,3.0,936180928
2,73,3.5,982027927
2,87,3.0,1148878798
2,91,4.5,1448750354
2,103,3.5,1316762392
2,104,3.5,1033120590
2,113,3.5,1102949106
2,115,4.5,963116578
2,127,4.0,1594157871
2,129,4.0,1200932510
2,134,5.0,1158372953
2,137,3.0,1171505567
2,138,3.5,1168166463
2,139,5.0,1570167728
2,141,5.0,963926994
2,148,4.0,1264595472
2,162,2.0,1364834715
2,176,4.0,1004583494
2,177,3.5,1208133574
2,180,3.0,1568389696
2,183,4.0,1544397766
2,185,4.5,1472071700
2,204,4.0,1141279624
2,218,2.5,1045995212
2,219,4.5,1446672318
2,220,3.0,949167749
2,221,3.5,1465517663
2,225,3.5,1167514989
2,226,4.5,1308665211
2,227,4.5,1452670397
2,232,3.0,1094543432
2,233,3.5,1071615456
2,242,4.0,1114078704
2,243,4.5,1405493832
2,250,4.0,1572500204
2,251,5.0,1546731199
2,269,2.0,1214027049
2,275,4.5,955039955
2,288,4.0,1087184975
2,289,4.5,926481128
2,307,4.5,1006619983
2,312,4.0,1142298691
2,313,2.0,958303231
2,318,3.0,1257458001
2,319,5.0,1525428855
2,323,3.5,1171893012
2,328,4.0,1501579089
2,338,5.0,1339318900
2,339,4.5,1522048470
2,346,5.0,1395161826
2,354,3.0,1332532611
2,357,3.5,1505542438
2,367,2.5,986782966
2,374,3.5,1123448891
2,385,4.5,1044388005
2,390,5.0,1113295470
2,398,4.5,950001431
2,401,4.5,1524698057
2,402,4.5,1005221164
2,403,3.5,1213824572
2,415,4.5,1379312388
2,418,4.0,1487876284
2,425,4.5,1459287722
2,426,3.5,953488606
2,438,4.0,1529208416
2,441,4.0,1545009542
2,460,4.0,980870414
2,461,5.0,1358204370
2,464,4.0,1429883490
2,472,2.5,984802553
2,481,4.0,935720315
2,484,4.0,1049938036
2,500,4.0,1490635871
2,503,2.5,1445302554
2,506,4.0,1203600473
2,507,4.0,1436846535
2,515,4.0,1130926595
2,532,3.0,1510391040
2,536,4.0,1198107521
2,545,5.0,1083630689
2,546,4.5,1032079312
2,552,4.0,1562166483
2,562,3.0,1431321175
2,571,4.0,1571659084
2,596,4.5,1461246824
2,600,4.0,1112692420
2,608,5.0,928516696
2,614,3.0,1205869342
2,621,5.0,1276821202
2,632,2.0,1257487226
2,652,3.5,1492916549
2,658,5.0,1440316348
2,659,4.0,1088448708
2,666,3.0,1479120131
2,670,3.5,1104754685
2,679,3.0,1264381430
2,681,3.5,1100329838
2,686,3.5,956538496
2,688,4.5,1168497228
2,691,5.0,1543426776
2,695,4.0,1253308160
2,705,4.5,1586156399
2,708,3.0,1474955224
2,711,5.0,1599534476
2,714,5.0,964588786
2,719,4.5,1237812882
2,720,5.0,1272641358
2,722,3.0,1463799141
2,729,3.5,1396322350
2,735,5.0,1026373516
2,755,3.0,912059688
2,756,4.0,1500562346
2,757,3.5,1025046368
2,760,4.5,1086290354
2,765,5.0,1477094949
2,768,4.5,1509887678
2,791,4.5,1134112528
2,794,4.0,1051325928
2,806,4.0,1149760927
2,824,4.0,1197655262
2,825,4.0,1512729627
2,835,3.0,1537697066
2,849,4.0,1230311796
2,858,4.5,1359866705
2,862,3.5,1239017792
2,865,4.5,1490334492
2,869,4.0,963732327
2,872,4.0,1496700643
2,877,4.5,1597187697
2,878,4.5,1279173312
2,881,3.5,1332575760
2,882,4.0,1109294741
2,904,4.5,1050987218
2,907,4.0,1325518367
2,910,5.0,1088986932
2,918,2.0,1588543236
2,927,4.5,1588821025
2,932,3.0,1179809214
2,935,3.0,1409494171
2,946,5.0,1378216924
2,948,4.5,972597370
2,951,4.0,1107515706
2,973,4.0,1307167807
2,980,3.5,1046728626
2,984,3.5,1502719329
2,985,5.0,1397263808
3,4,3.5,1501017568
3,8,2.0,909329204
3,10,4.0,1323095122
3,13,2.5,1109515336
3,15,3.0,978791036
3,21,4.0,1163793568
3,31,4.0,1299215865
3,32,3.0,1214765487
3,37,3.5,1352107186
3,40,4.0,1434243183
3,42,3.5,1001039629
3,47,2.5,1429260804
3,59,4.0,1386687569
3,76,4.0,1000601262
3,77,2.5,1095212423
3,81,4.5,955420193
3,86,4.5,1396780828
3,95,2.0,1468757392
3,100,4.0,1416561480
3,104,2.0,1162872607
3,122,4.0,1201192970
3,125,4.5,1469194168
3,131,4.0,1380681344
3,137,2.0,1407781140
3,140,3.5,1556929534
3,148,4.0,957991700
3,151,3.5,1457442414
3,153,3.5,933866783
3,154,3.5,902590248
3,155,5.0,1384989907
3,160,3.5,1356276699
3,167,3.5,1545030674
3,173,3.5,1155928803
3,178,4.5,1527074824
3,182,3.0,1178232326
3,190,4.0,1353564873
3,194,3.0,1378355621
3,196,3.0,948770160
3,200,4.5,1495226568
3,205,5.0,1149139521
3,221,2.5,1569505885
3,233,4.0,1282354140
3,236,4.5,1123883102
3,243,4.0,1021743799
3,252,4.5,1167159060
3,254,5.0,1498066215
3,260,2.5,1008112713
3,262,2.5,1274357053
3,263,4.5,1432361922
3,264,3.0,1206348677
3,274,4.0,1430696088
3,277,5.0,1295061360
3,278,4.0,1124670131
3,288,3.5,1420373270
3,291,4.0,1095528426
3,292,4.5,1328399481
3,301,4.0,1097708017
3,304,5.0,1152120447
3,305,1.5,1396783846
3,312,3.0,1213990603
3,313,3.0,1115974200
3,316,4.5,1402642907
3,317,3.0,935978534
3,338,4.5,1169146431
3,341,2.5,1355756356
3,342,4.5,1151122170
3,343,4.0,1069544103
3,353,3.0,952498699
3,362,3.0,1311061020
3,364,3.5,1445069364
3,365,4.5,1538309579
3,375,2.5,910312090
3,383,3.0,1112389958
3,387,3.5,1202885478
3,399,4.0,1089716233
3,400,3.5,1086218880
3,402,5.0,1032596772
3,404,4.5,1473309971
3,413,4.5,955098334
3,420,3.5,1438900644
3,421,4.5,1003641198
3,440,5.0,1125278207
3,445,2.5,945714360
3,446,4.0,1140086664
3,457,3.5,1347475576
3,465,4.0,1293229196
3,470,3.5,1462456415
3,481,5.0,1197004392
3,490,3.0,1051984347
3,496,3.5,988360478
3,497,2.5,1026230332
3,500,3.0,1347254341
3,506,4.0,1402073131
3,512,3.5,1376358085
3,521,4.5,1308185799
3,522,4.0,1587273921
3,526,4.5,1287892486
3,539,5.0,1349448972
3,541,4.5,1527755054
3,545,3.0,1211331216
3,562,4.5,1109457942
3,563,4.5,1019334462
3,578,3.5,962764635
3,581,4.5,984524404
3,584,5.0,1366645122
3,599,5.0,1144728597
3,602,3.0,1167453338
3,605,5.0,908589792
3,607,4.0,1099781449
3,611,4.5,1417893513
3,623,4.5,1432525413
3,630,3.5,1052162776
3,642,3.0,1113515008
3,643,3.0,1051332299
3,658,5.0,919920031
3,663,4.0,1325183755
3,670,2.0,1221900256
3,671,4.0,961026383
3,681,4.0,1244796025
3,697,4.0,1093642368
3,705,3.5,1549393155
3,710,2.5,1594976812
3,711,4.0,999816621
3,712,2.5,994813526
3,714,4.5,1376059192
3,725,4.0,1023920027
3,730,3.0,1086496160
3,732,3.5,1350108239
3,743,3.0,1154958513
3,745,4.5,1176856730
3,760,4.0,1338605603
3,761,3.0,1480991487
3,769,4.0,1544611290
3,786,3.0,929752378
3,787,4.5,1167850111
3,791,3.5,1598099618
3,802,2.5,1231397806
3,813,4.0,1177268794
3,818,3.0,1482319648
3,827,4.0,1376964510
3,835,2.5,1302633798
3,850,4.0,959002330
3,855,3.0,1479403490
3,861,3.0,1003383864
3,873,4.0,1214671339
3,880,3.0,1166056446
3,903,4.0,1301587543
3,907,4.0,1299502277
3,910,3.5,1357064849
3,911,2.0,1411665968
3,912,4.5,1316345620
3,916,3.5,1208351663
3,917,4.0,1352300746
3,928,2.0,1116792589
3,941,3.0,1374255018
3,946,4.5,1508707117
3,948,5.0,1420260575
3,953,3.0,1581005108
3,959,4.0,1027676444
3,960,3.0,1576335505
3,962,3.5,903076461
3,966,5.0,1484203094
3,967,4.0,1228075651
3,981,5.0,1302832761
3,983,5.0,1285588393
3,987,3.0,1236208514
3,1000,2.5,1213923293
4,5,2.0,1388731911
4,11,2.0,1371286169
4,13,2.0,1560736184
4,14,3.5,1184384406
4,17,3.5,1207188113
4,18,3.5,1083910741
4,20,3.0,1465822743
4,21,2.5,1004001401
4,22,2.5,1428891692
4,27,4.0,968032016
4,32,2.5,1281111257
4,34,3.0,1539775643
4,69,3.5,975319938
4,74,3.0,1087597728
4,75,3.0,1110344495
4,83,2.0,1071685175
4,89,2.5,1360496331
4,97,2.5,1066523074
4,100,1.5,1526881487
4,101,2.0,1120521204
4,119,2.0,1575190751
4,121,2.5,1164005088
4,130,2.5,1506794893
4,154,2.5,1583801081
4,168,2.5,1458519664
4,171,1.5,971264972
4,178,2.5,1588828262
4,185,3.0,967485165
4,197,3.5,1210288797
4,210,3.0,957022329
4,217,2.0,1465265904
4,224,4.5,1037187922
4,228,4.5,1398076679
4,230,1.5,1324220238
4,231,3.5,979997018
4,249,3.5,1346641073
4,265,2.0,1435498405
4,270,3.5,1393413479
4,281,1.0,1461087561
4,293,2.0,1147240173
4,300,1.5,1404689512
4,302,4.5,1168295042
4,307,2.5,1027016233
4,317,1.5,903582096
4,320,5.0,1013992781
4,323,3.5,1333241914
4,337,4.0,1447117735
4,340,1.5,903590258
4,348,5.0,1578952839
4,350,3.5,1222967973
4,351,3.0,1550268907
4,354,2.5,1172762614
4,362,1.0,1368283663
4,374,1.0,1514287356
4,375,2.0,1574301550
4,390,5.0,1180567687
4,396,3.0,1195961192
4,398,3.0,912369886
4,407,3.5,980977042
4,418,3.0,1211934268
4,425,3.0,1246511331
4,427,2.0,1021909444
4,429,3.0,966883410
4,434,1.5,1012594545
4,439,3.0,1423799795
4,440,2.0,925355179
4,441,3.5,1341845366
4,452,1.0,935104220
4,458,3.0,1550453677
4,461,3.0,1206499528
4,463,3.0,902327335
4,470,2.0,1111478331
4,480,3.0,1149318860
4,486,4.0,1326567918
4,488,1.0,1472091262
4,491,3.0,1132260446
4,500,2.0,1110445439
4,502,2.5,1580146838
4,504,4.0,1210237552
4,505,3.0,1152039800
4,506,2.0,1454112991
4,510,2.0,1366132701
4,513,4.5,1528594187
4,525,1.5,989693574
4,534,2.0,987786327
4,540,2.5,1315372223
4,543,2.0,1330721261
4,548,2.5,905155913
4,552,3.0,1321270974
4,557,1.5,1467151876
4,575,3.0,1002937099
4,580,4.0,1107200164
4,581,3.5,1011177835
4,607,3.0,1057546371
4,609,2.5,1564450128
4,623,3.0,1481275263
4,632,1.0,1568133623
4,638,3.5,1093643281
4,641,3.5,1149899268
4,642,2.5,1052576668
4,654,3.5,1303056848
4,656,1.5,1149754947
4,658,3.5,1585696937
4,659,3.0,1510919103
4,662,2.5,989435193
4,673,1.5,1586641791
4,676,3.0,1241333607
4,678,3.0,1575446808
4,685,3.0,1353979904
4,686,2.5,906851341
4,687,3.5,1014286483
4,692,1.5,984253448
4,697,3.0,984489904
4,701,2.0,1537785334
4,702,4.0,1472850156
4,704,1.5,1225976172
4,705,2.5,1144433154
4,707,2.5,936190234
4,711,4.5,1542379397
4,715,4.0,1481827319
4,717,3.0,1362941579
4,727,3.0,1128447320
4,728,3.0,1249410128
4,734,1.5,1141116385
4,753,2.0,1323505820
4,754,3.5,1180309775
4,756,2.5,935897785
4,766,4.5,1498219102
4,768,2.5,1453501841
4,791,3.0,1449281308
4,794,3.0,1520993857
4,798,3.0,1232280900
4,802,2.0,1395469894
4,808,3.5,1419074048
4,819,3.0,1336493002
4,840,1.0,1157467227
4,849,4.0,1574271599
4,851,2.5,992579937
4,857,2.0,1355503869
4,862,2.5,1147691242
4,864,2.5,1449384741
4,872,3.5,1283796176
4,876,3.0,1387305354
4,889,5.0,1420055610
4,897,1.5,1266193279
4,905,3.5,1462161247
4,910,3.0,1448490309
4,923,4.5,1376806022
4,925,3.0,1182301996
4,926,2.0,1402042315
4,937,3.5,1316950760
4,940,3.0,1032598121
4,941,4.0,1015829224
4,945,3.5,1188706449
4,951,2.0,1272469442
4,953,2.0,1311281403
4,967,4.0,1021116775
4,969,3.0,1234838393
4,973,2.0,1461005297
4,975,2.5,1162411294
4,983,4.0,1333812541
4,988,3.0,1157047873
4,993,3.0,1329815392
5,14,3.0,977561564
5,36,4.0,1174377758
5,41,4.5,1483888122
5,58,4.0,1527839084
5,64,5.0,1122396582
5,67,3.5,1170244844
5,74,3.5,1038544269
5,82,3.0,956283387
5,83,2.5,1412476133
5,85,4.5,1040875316
5,88,4.5,1035239907
5,96,4.5,1580662987
5,108,3.5,993384816
5,109,1.5,1572505706
5,113,3.5,1357300280
5,135,3.0,956544048
5,140,3.5,1355131077
5,143,3.5,1412375546
5,146,4.0,1268133094
5,148,3.5,951705857
5,149,4.0,1546271129
5,152,3.0,1324038574
5,153,5.0,910100302
5,154,4.5,1175240944
5,157,3.0,1044964170
5,176,4.5,902859063
5,179,4.5,947227350
5,185,4.5,1489393833
5,186,4.0,1424415174
5,193,3.5,1242659362
5,194,3.0,1588185585
5,204,3.5,1540839768
5,206,3.5,1292785793
5,225,4.5,952731278
5,232,3.5,941422111
5,233,4.0,1105465601
5,243,2.5,1215201149
5,250,4.0,907084854
5,255,4.0,1171926243
5,258,3.5,903713070
5,286,4.0,1530442616
5,289,4.5,1142737833
5,299,3.5,1530850291
5,300,2.0,1510669023
5,314,3.0,1271233017
5,316,5.0,1016267915
5,317,2.0,1515268587
5,319,5.0,1345665963
5,320,3.5,1344941147
5,326,5.0,1284029507
5,327,2.0,1247392093
5,333,4.0,1363406907
5,337,4.5,991467870
5,338,3.5,1314388728
5,340,2.0,1048245211
5,341,2.5,1457667855
5,342,4.0,965483505
5,350,4.0,1039540901
5,353,2.5,989511392
5,370,4.5,1286307463
5,384,2.5,1199495596
5,386,4.0,1315970587
5,389,4.5,977781975
5,392,3.0,1481058658
5,394,5.0,1059610292
5,398,4.0,1450987319
5,404,5.0,1484378265
5,408,3.5,1085200974
5,410,3.5,1290094676
5,416,3.5,1026596138
5,430,1.5,905164780
5,433,3.5,1582121617
5,440,4.0,1074508534
5,463,2.5,1080321770
5,473,3.5,1084561737
5,474,3.0,1515193275
5,476,2.5,1460134983
5,478,5.0,1189172876
5,482,4.0,1200324358
5,488,3.0,1307150968
5,491,4.5,1112137122
5,492,4.5,1360306974
5,506,3.0,1262144720
5,507,2.5,1129867101
5,517,2.0,1594188465
5,524,4.5,956497730
5,562,3.5,1348094017
5,567,2.5,1275212261
5,571,3.0,1286917231
5,581,3.0,1090520574
5,588,3.0,1429865235
5,589,3.0,1344792687
5,594,3.0,1049274172
5,597,2.0,1102892908
5,633,2.5,1047129784
5,642,3.0,1023533070
5,643,5.0,1084776214
5,648,3.0,1024393187
